"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"L2HEEV23","thesis","1985","Bozo Dalence, Sander Alfredo","Los caudillos guerrilleros de la independencia ¿cuatreros o patriotas?","","","","","","","1985","2020-07-06 15:16:17","2021-09-05 22:26:21","","","","","","","","Los caudillos guerrilleros","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EW3RA3CU","thesis","1986","Medinaceli Gonzáles, María Ximena Emilia","Comunarios y yanaconas. Resistencia pacífica de los indios de Omasuyus. Siglo XIX","","","","","","","1986","2020-07-06 15:17:36","2021-09-05 22:26:31","","","","","","","","Comunarios y yanaconas","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZTU7JIQN","thesis","1987","Pérez Torrico, Alexis","El Estado oligárquico y los empresarios de Atacama, 1871-1878","","","","","","","1987","2020-07-06 15:19:21","2021-09-05 22:26:36","","","","","","","","El Estado oligárquico","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BJ8RWEUJ","thesis","1987","Soux Muñoz-Reyes, María Luisa","Producción y circuitos mercantiles de la coca yungueña, 1900-1935","","","","","","","1987","2020-07-06 15:23:14","2021-09-05 22:26:44","","","","","","","","Producción y circuitos mercantiles","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHSSL7KN","thesis","1989","Mamani Condori, Carlos Borombio","Agresión colonial y resistencia comunaria, 1868-1935: de la masacre de Taracu a la propuesta de ""Renovación de Bolivia"" de Eduardo Nina Qhispi","","","","","","","1989","2020-07-06 15:27:53","2021-09-05 22:26:59","","","","","","","","Agresión colonial y resistencia comunitaria","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMVUHB4E","thesis","2020","Salvatierra Tusco, Miguel Ángel; Oporto Ordóñez, Luis","Pulacayo: vida económica y social (1960-1996)","","","","","","","2020","2020-12-04 14:06:49","2021-09-05 22:41:23","","","","","","","","Pulacayo: vida económica y social","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","Oporto Ordóñez, Luis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7FS57MDE","thesis","1991","Paredes Oviedo, Martha Beatriz","Administración de justicia y conflicto de poderes: delincuencia y cárceles en la audiencia de Charcas, siglos XVII-XVIII","","","","","","","1991","2021-08-28 14:19:35","2021-09-05 22:27:14","","","","","","","","Administración de justicia y conflicto de poderes","","","","","Universidad Mayor de San Andrés","La Paz","esp","","Tesis de Licenciatura","","","","","","","","","Siglo XVII; Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JT8ZCBGH","thesis","1992","Villarreal Montaño, Aydee","Historia de las haciendas vitivinícolas del valle de Caracoto, 1580-1970","","","","","","","1992","2021-08-28 14:27:21","2021-09-06 15:21:32","","","","","","","","Historia de las haciendas vitinícolas","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XVI; Siglo XVII; Siglo XVIII; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H3STFA6V","thesis","1992","Gamarra Téllez, María del Pilar","Haciendas y peones en el régimen hacendatario gomero boliviano. Las bases económicas de un poder regional: la Casa Suárez, 1880-1940","","","","","","","1992","2021-08-28 14:28:39","2021-09-05 22:27:22","","","","","","","","Haciendas y peones en el régimen hacendatario gomero","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVHYYAPP","thesis","1992","Peñaloza Bretel, Marco Antonio Romelio","Economía de exportación y desarrollo regional. El auge de la quina en la provincia Larecaja del departamento de La Paz (1870-1890)","","","","","","","1992","2021-08-28 14:29:52","2021-09-05 22:27:26","","","","","","","","Economía de exportación y desarrollo regional. El auge de la quina","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WXF5LLAA","thesis","1993","Soux Muñoz-Reyes, María Eugenia","La música en la ciudad de La Paz: 1845-1885","","","","","","","1993","2021-08-28 14:30:57","2021-09-05 22:30:11","","","","","","","","La música en la ciudad de La Paz","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CWE2U428","thesis","1993","Choque Condori, Germán","Whiphalas comuneras y banderas coloniales en fiestas y conflictos","","","","","","","1993","2021-08-28 14:31:43","2021-09-06 15:15:53","","","","","","","","Whiplalas comuneras y banderas coloniales","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XVIII; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KHNPSVXT","thesis","1994","Mendieta Parada, María del Pilar","Resistencia y rebelión indígena en Mohoza: la masacre de 1899","","","","","","","1994","2021-08-28 14:34:09","2021-09-05 22:31:05","","","","","","","","Resistencia y rebelión indígena en Mohoza","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"E78I3T99","thesis","1994","Guzmán Murillo, Gladys","Política agraria del gobierno del general mariano Melgarejo, 1860-1871. La venta de tierras de comunidad y el conflicto en el altiplano paceño","","","","","","","1994","2021-08-28 14:35:06","2021-09-05 22:30:58","","","","","","","","Política agraria del gobierno del general mariano Melgarejo, 1860-1871","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JCU4GS25","thesis","1994","Santos Escobar, Roberto","Los mineros de Larecaja. La explotación de oro y su influencia en la economía regional de La Paz del siglo XVIII","","","","","","","1994","2021-08-28 14:36:20","2021-09-05 22:31:09","","","","","","","","Los mineros de Larecaja","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTTGY9E3","thesis","1994","Atristain Verazain, Cecilia","La reforma agraria en el ámbito circumlacustre y el proyecto democrático burgués del capitalismo de estado","","","","","","","1994","2021-08-28 14:37:12","2021-09-05 22:30:43","","","","","","","","La reformar agraria en el ámbito circumlacustre","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKTAURZ2","thesis","1994","Seoane Flores, Ana María","Poder local en la emergente República de Bolivia: el caso de La Paz (1825-1828)","","","","","","","1994","2021-08-28 14:38:20","2021-09-05 22:31:14","","","","","","","","Poder local en la emergente República de Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QKH4MA2V","thesis","1994","Arze Ormachea, Silvia","Artesanos de barrios de indios. El caso de la ciudad de La Paz en el siglo XVIII","","","","","","","1994","2021-08-28 14:39:17","2021-09-05 22:30:15","","","","","","","","Artesanos de barrios de indios","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LC98SH6X","thesis","1994","Fernández Mazzi, Carmen Patricia del Pilar","Del corregimiento a la intendencia: la lucha por el poder local en La Paz, 1780-1784","","","","","","","1994","2021-08-28 14:46:15","2021-09-05 22:30:51","","","","","","","","Del corregimiento a la intendencia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMH9I37I","thesis","1994","Durán Jordán, Cecilia Julia Florencia","El poder local en la ciudad de La Paz: municipio y juntas entre 1848-1855","","","","","","","1994","2021-08-28 14:47:11","2021-09-05 22:30:47","","","","","","","","el poder local en la ciudad de La Paz","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L22UF8FE","thesis","1995","Fernández Quisbert, Ramiro","Cañamina: la historia de una hacienda de los yungas de Inquisivi (siglo XIX-XX)","","","","","","","1995","2021-08-28 14:48:13","2021-09-05 22:31:21","","","","","","","","Cañamina: la historia de una hacienda","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5NCDK9FY","thesis","1996","Aillón Soria, Esther","Vida, pasión y negocios: el propietario de la viña San Pedro Mártir en los últimos días de la colonia y durante la guerra de Independencia. Indalecio Gonzáles de Socaca (1755-1820)","","","","","","","1996","2021-08-28 14:49:11","2021-09-05 22:31:30","","","","","","","","Vida, pasión y negocios","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JW2FGWIN","thesis","1996","Quiroga Gismondi, Miriam Teresa","Censos y capellanías en la ciudad de La Paz durante el coloniaje","","","","","","","1996","2021-08-28 14:53:37","2021-09-05 22:31:45","","","","","","","","Censos y capellanías","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVI; Siglo XVII; Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SW6T7N6G","thesis","1997","Hilari Choquehuanca, Rubén Luis","Historia de la colonización del noroeste paceño. Alto Beni","","","","","","","1997","2021-08-28 14:54:18","2021-09-05 22:31:55","","","","","","","","Historia de la colonización del noroeste paceño","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RCEJB54H","thesis","1997","Loza Vidaurre, María Carmen Beatriz","Demografía de una encomienda de La Paz. Qirua de Uyuni, 1550-1598","","","","","","","1997","2021-08-28 14:55:14","2021-09-05 22:32:02","","","","","","","","Demografía de una encomienda","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WKI2CZVF","thesis","1997","Medrano Reyes, Guillermo","Historia del comercio exterior de Bolivia. Las exportaciones y las importaciones (1900-1920)","","","","","","","1997","2021-08-28 14:56:10","2021-09-05 22:32:08","","","","","","","","Historia del comercio exterior de Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CL8QVDHG","thesis","1998","Gómez Zubieta, Luis Reynaldo","Ferrocarriles en Bolivia. Del anhelo a la frustración, 1860-1929","","","","","","","1998","2021-08-28 14:57:23","2021-09-05 22:32:23","","","","","","","","Ferrocarriles en Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NKAF8543","thesis","1998","Ríos Arce, Luz Evelyn","Juana Azurduy de Padilla entre la historia y el mito","","","","","","","1998","2021-08-28 14:58:22","2021-09-05 22:32:40","","","","","","","","Juana Azurduy de Padilla","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RALB5LQ5","thesis","1998","Inch Calvimonte, Marjorie Marcela","Bibliotecas privadas y libros en venta en Potosí y su entorno: 1750-1825","","","","","","","1998","2021-08-28 14:59:13","2021-09-05 22:32:33","","","","","","","","Bibliotecas privadas y libros en venta en Potosí","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7U87EIPC","thesis","1998","Chuquimia Bonifaz, Fernando","Las Sociedades de Socorro Mutuo y Beneficencia en La Paz, 1883-1920","","","","","","","1998","2021-08-28 15:10:35","2021-09-06 15:16:29","","","","","","","","Las Sociedades de Socorro Mutuo","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XKBBIRMK","thesis","1999","Plaza Escobar, Luis Manuel","Ni dioses ni demonios. Pensamiento y vida en las misiones jesuitas de Mojos. Siglos XVII-XVIII","","","","","","","1999","2021-08-28 15:12:56","2021-09-06 15:18:42","","","","","","","","Ni dioses ni demonios","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVII; Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FAQICARQ","thesis","2000","Cusicanqui Olañeta, Vito","Geopolítica prehispánica andina. Imperialismo expansivo en los andes bolivianos","","","","","","","2000","2021-08-28 15:13:47","2021-09-05 22:33:18","","","","","","","","Geopolítica prehispánica andina","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Prehispánica","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JBRYB3J5","thesis","2000","Cuba Quispe, Simón","Las fiestas religiosas de la ciudad de La Paz, 1848-1900","","","","","","","2000","2021-08-28 15:14:36","2021-09-05 22:33:08","","","","","","","","Las fiestas religiosas de la ciudad de La Paz","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XVIII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8KPJ3MWA","thesis","2000","García Guzmán, Anamaría del Pilar","Las dotes de la ciudad de La Paz, 1585-1650. Patrimonio y poder en la sociedad colonial","","","","","","","2000","2021-08-28 15:15:27","2021-09-05 22:33:41","","","","","","","","Las dotes de la ciudad de La Paz","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XVI; Siglo XVII","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9PP48P5K","thesis","2001","Cortéz Rodríguez, Julio Jorge Francisco","Caciques y hechiceros. Origen de dos tendencias en la historiografía de Mojos","","","","","","","2001","2021-08-28 15:16:22","2021-09-05 22:34:23","","","","","","","","Caciques y hechiceros","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GH3Q7I3W","thesis","2000","Loureiro Toncovich, Carolina Gabriela","La identificación de una sociedad pigmentocrática. Cédula de identidad y mecanismos de clasificación social en la sociedad paceña de la década de 1930","","","","","","","2000","2021-08-28 15:17:21","2021-09-05 22:33:45","","","","","","","","La identificación de una sociedad pigmentocrática","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U7YTZC58","thesis","2001","Tarqui Suntura, Lucio","Formación de haciendas latifundios en el altiplano central norte lacustre del departamento de La Paz. Periodo de 1870-1940","","","","","","","2001","2021-08-28 15:18:22","2021-09-05 22:34:48","","","","","","","","Formación de haciendas latifundios","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XIX; Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5EY2V3DF","thesis","2001","Oporto Ordóñez, Luis","Estrategias de apropiación real del espacio. Empresa minera capitalista, vida social y desarrollo urbano en Uncía y Llallagua (1900-1936)","","","","","","","2001","2021-08-28 15:19:45","2021-09-05 22:34:39","","","","","","","","Estrategias de apropiación real del espacio","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QFW5B7WM","thesis","2002","Acebey Ayoroa, Amilkar","La política fiscal en Bolivia entre 1928 y 1952. La emergencia del Estado interventor en la economía como consecuencia de su desarrollo institucional","","","","","","","2002","2021-08-28 15:21:02","2021-09-05 22:34:53","","","","","","","","La política fiscal en Bolivia","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K466BB9T","thesis","2002","Flores Quispe, Hugo","Colquiri una mina de estaño, 1920-1963","","","","","","","2002","2021-08-28 15:21:55","2021-09-05 22:35:01","","","","","","","","Colquiri una mina de estaño","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q3YGQBJC","thesis","2003","Maquera Colque, Tiburcio","Reforma agraria en Carabuco, 1940-1960. Consecuencias de las relaciones sociales en el proceso de la reforma agraria","","","","","","","2003","2021-08-28 15:22:37","2021-09-05 22:35:14","","","","","","","","Reforma agraria en Carabuco","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XMC62BW4","thesis","2003","Huañapaco Cahuaya, Julio","Historia de la educación indígena. Primer núcleo escolar indígena ""Antonio Chiriotto"" en Huatajata-Bolivia, pionero de la educación y modelo de transformación social en la región lacustre del Titiqaqa, 1900-1931","","","","","","","2003","2021-08-28 15:23:42","2021-09-05 22:35:09","","","","","","","","Historia de la educación indígena","","","","","Universidad Mayor de San Andrés","La Paz","es","","Tesis de Licenciatura","","","","","","","","","Siglo XX","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
